Cancer_Type,Gene,Comparison,Interacting_Protein,P_Value
Colon,MUC5B,MLH1_transcriptomics,False,2.2701860096861978e-06
Colon,MUC5B,DDX27_transcriptomics,False,2.290636696987815e-06
Colon,MUC5B,LMNA_transcriptomics,False,2.326657700308713e-06
Colon,MUC5B,SLC3A1_transcriptomics,False,2.4219825077984984e-06
Colon,MUC5B,LIN54_transcriptomics,False,2.5535190588254053e-06
Colon,MUC5B,IER5_transcriptomics,False,2.572737057393716e-06
Colon,MUC5B,RAC3_transcriptomics,False,2.7027997388248867e-06
Colon,MUC5B,KIF14_transcriptomics,False,2.7278882345686662e-06
Colon,MUC5B,GUCY2C_transcriptomics,False,2.7361747382285776e-06
Colon,MUC5B,SOCS6_transcriptomics,False,2.843641252259828e-06
Colon,MUC5B,VAPB_transcriptomics,False,2.907669156628108e-06
Colon,MUC5B,QPRT_transcriptomics,False,2.953794706464293e-06
Colon,MUC5B,ATP9A_transcriptomics,False,2.977993997001845e-06
Colon,MUC5B,CRAT8_transcriptomics,False,3.1962942501119264e-06
Colon,MUC5B,TYMS_transcriptomics,False,3.330010000106585e-06
Colon,MUC5B,CXorf23_transcriptomics,False,3.369104426876457e-06
Colon,MUC5B,SPATA25_transcriptomics,False,3.383984638016392e-06
Colon,MUC5B,POFUT1_transcriptomics,False,3.5060518273315978e-06
Colon,MUC5B,AAR2_transcriptomics,False,3.5220567427887085e-06
Colon,MUC5B,ZNF737_transcriptomics,False,3.5353917124506136e-06
Colon,MUC5B,LINC01006_transcriptomics,False,3.6070702497198058e-06
Colon,MUC5B,RNF43_transcriptomics,False,3.665086212309125e-06
Colon,MUC5B,GSPT2_transcriptomics,False,3.699969862662475e-06
Colon,MUC5B,MYO15B_S1025__Q96JP2_phosphoproteomics,False,3.506873797912748e-08
Colon,MUC5B,FOXK2_S428__Q01167_phosphoproteomics,False,1.55314315342509e-07
Colon,MUC5B,HUWE1_S1395__Q7Z6Z7_phosphoproteomics,False,2.311105059371301e-07
Colon,MUC5B,SETD1B_S211__Q9UPS6_phosphoproteomics,False,3.4214124098615717e-07
Colon,MUC5B,SATB2_S39__Q9UPW6_phosphoproteomics,False,6.640061883541092e-07
Colon,MUC5B,PKM_S37__P14618_phosphoproteomics,False,7.506440228426997e-07
Colon,MUC5B,C5AR1_S327__P21730_phosphoproteomics,False,1.0433133831600392e-06
Colon,MUC5B,BCL9_S917__O00512_phosphoproteomics,False,1.087465212425961e-06
Colon,MUC5B,HNF4A_S167__P41235_phosphoproteomics,False,1.2332246964520002e-06
Colon,MUC5B,TGFBR2_S553__P37173_phosphoproteomics,False,1.2705635652142365e-06
Colon,MUC5B,CEP68_S478__Q76N32_phosphoproteomics,False,1.4749400605991434e-06
