Cancer_Type,Gene,Comparison,Interacting_Protein,P_Value
Ovarian,ARID1A,LEUTX_transcriptomics,False,4.841571424342022e-07
Ovarian,ARID1A,TMPRSS11D_transcriptomics,False,4.989869343976418e-07
Ovarian,ARID1A,LOC100506085_transcriptomics,False,5.018118446931056e-07
Ovarian,ARID1A,FAM169B_transcriptomics,False,5.064402916409711e-07
Ovarian,ARID1A,SIAE_transcriptomics,False,5.091984723692566e-07
Ovarian,ARID1A,EPS8L3_transcriptomics,False,5.164757694632849e-07
Ovarian,ARID1A,G6PC2_transcriptomics,False,5.199804494051344e-07
Ovarian,ARID1A,UTS2_transcriptomics,False,5.480893821296639e-07
Ovarian,ARID1A,MAP2K6_transcriptomics,False,5.668831838339008e-07
Ovarian,ARID1A,PTHLH_transcriptomics,False,5.972126137023001e-07
Ovarian,ARID1A,PIP_transcriptomics,False,6.160231052317259e-07
Ovarian,ARID1A,LCN15_transcriptomics,False,6.191964909853353e-07
Ovarian,ARID1A,SULF2_transcriptomics,False,6.320267125220736e-07
Ovarian,ARID1A,FUT6_transcriptomics,False,6.73918534178176e-07
Ovarian,ARID1A,HSD17B2_transcriptomics,False,7.309743338910318e-07
Ovarian,ARID1A,TPRX1_transcriptomics,False,7.323497581759095e-07
Ovarian,ARID1A,TFAP2B_transcriptomics,False,7.441152198473736e-07
Ovarian,ARID1A,MTRNR2L6_transcriptomics,False,7.453821000431733e-07
Ovarian,ARID1A,F3_transcriptomics,False,8.296979749009408e-07
Ovarian,ARID1A,TRIM43B_transcriptomics,False,8.299754257640669e-07
Ovarian,ARID1A,PPP1R3B_transcriptomics,False,8.330274676257399e-07
Ovarian,ARID1A,RFPL1_transcriptomics,False,8.986442217586256e-07
Ovarian,ARID1A,GDF15_transcriptomics,False,9.257919101820059e-07
Ovarian,ARID1A,CEACAM1_transcriptomics,False,9.589350365081972e-07
Ovarian,ARID1A,MTUS2-AS1_transcriptomics,False,1.0631404008384091e-06
Ovarian,ARID1A,MFSD4_transcriptomics,False,1.078302279757093e-06
Ovarian,ARID1A,NCALD_transcriptomics,False,1.286968522029505e-06
Ovarian,ARID1A,AVPR1A_transcriptomics,False,1.3135878128919594e-06
Ovarian,ARID1A,MESP2_transcriptomics,False,1.3534986832363256e-06
Ovarian,ARID1A,SLC43A1_transcriptomics,False,1.403134849514635e-06
Ovarian,ARID1A,PZP_transcriptomics,False,1.4221869250690906e-06
Ovarian,ARID1A,LOC100505817_transcriptomics,False,1.4373499227722156e-06
Ovarian,ARID1A,LOC643486_transcriptomics,False,1.4460038229738038e-06
Ovarian,ARID1A,LINC01245_transcriptomics,False,1.5312062030954485e-06
Ovarian,ARID1A,INSM1_transcriptomics,False,1.536218506293516e-06
Ovarian,ARID1A,LOC102724484_transcriptomics,False,1.6484210613832437e-06
Ovarian,ARID1A,KIF13B_transcriptomics,False,1.6505900234893725e-06
Ovarian,ARID1A,KCNH4_transcriptomics,False,1.6663734483779102e-06
Ovarian,ARID1A,KHDC1L_transcriptomics,False,1.6737546407604926e-06
Ovarian,ARID1A,HS3ST1_transcriptomics,False,1.6968514041301213e-06
Ovarian,ARID1A,LINC00462_transcriptomics,False,1.7530589483147343e-06
Ovarian,ARID1A,SEMA3G_transcriptomics,False,2.1019983478358525e-06
Ovarian,ARID1A,ANO1_transcriptomics,False,2.1547950528137644e-06
Endometrial,ARID1A,ARID1A-S1755_phosphoproteomics,True,7.963746963583788e-10
Endometrial,ARID1A,ARID1A-S1184_phosphoproteomics,True,4.338935585829806e-07
Endometrial,ARID1A,ARID1A-S1604_phosphoproteomics,True,1.501846369487586e-06
Endometrial,ARID1A,ARID1A-S363_phosphoproteomics,True,3.4022192493243236e-05
Endometrial,ARID1A,ARID1A-S1755_phosphoproteomics,False,7.963746963583788e-10
Endometrial,ARID1A,ARID1A-S1184_phosphoproteomics,False,4.338935585829806e-07
Ovarian,ARID1A,STMN1-S38s_phosphoproteomics,False,1.498115453647033e-07
Endometrial,ARID1A,SMARCC2-K599_acetylproteomics,True,8.624185988924877e-07
Endometrial,ARID1A,ARID1A-K980_acetylproteomics,True,0.000318738105663516
Endometrial,ARID1A,SMARCC2-K599_acetylproteomics,False,8.624185988924877e-07
Endometrial,KRAS,SPRY1_proteomics,False,7.362178310531697e-08
Ovarian,KRAS,ZBED1_proteomics,False,2.5112403136291056e-06
Endometrial,KRAS,DUSP4_transcriptomics,False,3.002087081894936e-08
Endometrial,KRAS,SPRY1_transcriptomics,False,2.500901521431167e-07
Colon,KRAS,GALNT10_transcriptomics,False,6.801283799984729e-09
Colon,KRAS,TMCC1_transcriptomics,False,4.559702364797887e-08
Colon,KRAS,FAIM2_transcriptomics,False,2.0827997463489987e-07
Colon,KRAS,TMEM211_transcriptomics,False,4.705642454171119e-07
Colon,KRAS,TGFBI_transcriptomics,False,6.646078288130196e-07
Colon,KRAS,LY6E_transcriptomics,False,8.340164361343464e-07
Colon,KRAS,PHLDA1_transcriptomics,False,1.2633079977147702e-06
Colon,KRAS,DHX58_transcriptomics,False,1.880427472253164e-06
Ovarian,KRAS,OR1L3_transcriptomics,False,8.293845594982572e-28
Ovarian,KRAS,FAM90A27P_transcriptomics,False,1.1886884658238847e-23
Ovarian,KRAS,TRPM6_transcriptomics,False,7.448552580439572e-18
Ovarian,KRAS,VPS13A_transcriptomics,False,4.2045357529584575e-17
Ovarian,KRAS,SERPINA11_transcriptomics,False,8.462674897917907e-17
Ovarian,KRAS,GABRP_transcriptomics,False,9.499936990980176e-17
Ovarian,KRAS,MOGAT1_transcriptomics,False,2.3125002977028603e-16
Ovarian,KRAS,OR5M1_transcriptomics,False,2.313997788262105e-16
Ovarian,KRAS,PRAMEF17_transcriptomics,False,2.313997788262105e-16
Ovarian,KRAS,VPS52_transcriptomics,False,2.313997788262105e-16
Ovarian,KRAS,AQP2_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,BRD2_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,C18orf64_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,CREB3L4_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,DAXX_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,GLRA1_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,IQCF2_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,KCNK18_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,KRTAP9-2_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,KRTAP9-6_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,KRTAP9-7_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,KRTAP9-8_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,LOC100294145_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,LOC101927257_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,LOC101928600_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,OR9G4_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,RGL2_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,RPS18_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,SLC6A1-AS1_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,SNAR-A13_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,ST7-AS1_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,WDR46_transcriptomics,False,2.313997788262138e-16
Ovarian,KRAS,SLC22A7_transcriptomics,False,2.313997788262154e-16
Ovarian,KRAS,SNORD70_transcriptomics,False,2.313997788262154e-16
Ovarian,KRAS,SCGB1D4_transcriptomics,False,2.3339420014806566e-16
Ovarian,KRAS,GP2_transcriptomics,False,2.3823637221597853e-16
Ovarian,KRAS,MBD3L4_transcriptomics,False,2.4435052326333684e-16
Ovarian,KRAS,MBD3L2_transcriptomics,False,2.5678958595681886e-16
Ovarian,KRAS,MMP26_transcriptomics,False,2.6060278597226365e-16
Ovarian,KRAS,MBD3L5_transcriptomics,False,2.631553984934548e-16
Ovarian,KRAS,MBD3L3_transcriptomics,False,2.6889181437498485e-16
Ovarian,KRAS,TRIM49B_transcriptomics,False,2.995205167183006e-16
Ovarian,KRAS,TRIM53AP_transcriptomics,False,3.174830989299241e-16
Ovarian,KRAS,TRIM48_transcriptomics,False,3.3011285337594955e-16
Ovarian,KRAS,TRIM51_transcriptomics,False,3.5066589841811304e-16
Ovarian,KRAS,PRAMEF7_transcriptomics,False,3.5253053456067797e-16
Ovarian,KRAS,SERPINA4_transcriptomics,False,3.5376299396127027e-16
Ovarian,KRAS,LOC100505782_transcriptomics,False,3.716658958054956e-16
Ovarian,KRAS,LOC158434_transcriptomics,False,3.730279652014859e-16
Ovarian,KRAS,TRIM64_transcriptomics,False,3.9959144853752494e-16
Ovarian,KRAS,PRAMEF12_transcriptomics,False,4.141269049247168e-16
Ovarian,KRAS,LOC339593_transcriptomics,False,4.3519977030599727e-16
Ovarian,KRAS,TFF3_transcriptomics,False,4.663125061516032e-16
Ovarian,KRAS,TRIM64B_transcriptomics,False,4.679925023665756e-16
Ovarian,KRAS,LINC01207_transcriptomics,False,4.734994865836959e-16
Ovarian,KRAS,SCGB1D2_transcriptomics,False,4.797308542920668e-16
Ovarian,KRAS,LEFTY1_transcriptomics,False,5.793992463670862e-16
Ovarian,KRAS,C15orf43_transcriptomics,False,6.325001821848068e-16
Ovarian,KRAS,KDM4E_transcriptomics,False,7.378976711195736e-16
Ovarian,KRAS,TCN1_transcriptomics,False,7.623003187839105e-16
Ovarian,KRAS,CISH_transcriptomics,False,7.81725705659429e-16
Ovarian,KRAS,SLC46A2_transcriptomics,False,8.137221894830379e-16
Ovarian,KRAS,FGL1_transcriptomics,False,8.610523998509163e-16
Ovarian,KRAS,LOC649324_transcriptomics,False,9.43495720727223e-16
Ovarian,KRAS,LOC645354_transcriptomics,False,9.686506941967867e-16
Ovarian,KRAS,HMX2_transcriptomics,False,9.881141127250944e-16
Ovarian,KRAS,KRTAP7-1_transcriptomics,False,1.300011779156681e-15
Ovarian,KRAS,FUT6_transcriptomics,False,1.4252315020838268e-15
Ovarian,KRAS,MUC7_transcriptomics,False,1.6965458693305966e-15
Ovarian,KRAS,SLC47A1_transcriptomics,False,1.7013521892865648e-15
Ovarian,KRAS,GUCA1C_transcriptomics,False,1.736663756429407e-15
Ovarian,KRAS,TRIM51HP_transcriptomics,False,1.845382949753508e-15
Ovarian,KRAS,OLFM4_transcriptomics,False,2.3615982174096733e-15
Ovarian,KRAS,LEUTX_transcriptomics,False,2.5850385140628638e-15
Ovarian,KRAS,LOC100506085_transcriptomics,False,2.7019143420981998e-15
Ovarian,KRAS,MSX1_transcriptomics,False,2.8184964859231146e-15
Ovarian,KRAS,SERPINA1_transcriptomics,False,3.407883795749106e-15
Ovarian,KRAS,PIP_transcriptomics,False,5.699408264271629e-15
Ovarian,KRAS,HGD_transcriptomics,False,6.4788706248476846e-15
Ovarian,KRAS,TNFRSF18_transcriptomics,False,7.434476273710461e-15
Ovarian,KRAS,RFPL1_transcriptomics,False,8.794401804456741e-15
Ovarian,KRAS,LCN15_transcriptomics,False,9.541920815705507e-15
Ovarian,KRAS,TPRX1_transcriptomics,False,1.0152446730257329e-14
Ovarian,KRAS,RCAN1_transcriptomics,False,1.3764881878117732e-14
Ovarian,KRAS,LOC102723769_transcriptomics,False,1.4919308946043914e-14
Ovarian,KRAS,KLK12_transcriptomics,False,1.7697386156430105e-14
Ovarian,KRAS,SCNN1B_transcriptomics,False,1.8223976274599733e-14
