Cancer_Type,Gene,Comparison,Interacting_Protein,P_Value
Ovarian,KRAS,GUCA1C_transcriptomics,False,1.736663756429407e-15
Ovarian,KRAS,TRIM51HP_transcriptomics,False,1.8453829497535077e-15
Ovarian,KRAS,OLFM4_transcriptomics,False,2.3615982174096733e-15
Ovarian,KRAS,LEUTX_transcriptomics,False,2.5850385140628638e-15
Ovarian,KRAS,LOC100506085_transcriptomics,False,2.7019143420981998e-15
Ovarian,KRAS,MSX1_transcriptomics,False,2.8184964859231146e-15
Ovarian,KRAS,SERPINA1_transcriptomics,False,3.407883795749106e-15
Ovarian,KRAS,PIP_transcriptomics,False,5.699408264271629e-15
Ovarian,KRAS,HGD_transcriptomics,False,6.4788706248476846e-15
Ovarian,KRAS,TNFRSF18_transcriptomics,False,7.434476273710461e-15
Ovarian,KRAS,RFPL1_transcriptomics,False,8.794401804456741e-15
Ovarian,KRAS,LCN15_transcriptomics,False,9.541920815705507e-15
Ovarian,KRAS,TPRX1_transcriptomics,False,1.0152446730257329e-14
Ovarian,KRAS,RCAN1_transcriptomics,False,1.3764881878117732e-14
Ovarian,KRAS,LOC102723769_transcriptomics,False,1.4919308946043914e-14
Ovarian,KRAS,KLK12_transcriptomics,False,1.7697386156430105e-14
Ovarian,KRAS,SCNN1B_transcriptomics,False,1.8223976274599733e-14
Ovarian,KRAS,HSD17B2_transcriptomics,False,1.867287190162708e-14
Ovarian,KRAS,TRIM43B_transcriptomics,False,2.3529117105695052e-14
Ovarian,KRAS,UBTFL1_transcriptomics,False,2.5849942730408053e-14
Ovarian,KRAS,SH3RF2_transcriptomics,False,3.316504492268319e-14
Ovarian,KRAS,LINC01245_transcriptomics,False,5.847498522360759e-14
Ovarian,KRAS,LOC102724484_transcriptomics,False,6.012534219997793e-14
Ovarian,KRAS,RHAG_transcriptomics,False,6.83914857495556e-14
Ovarian,KRAS,ENPP3_transcriptomics,False,7.207028373619818e-14
Ovarian,KRAS,LRRC26_transcriptomics,False,8.86316680034676e-14
Ovarian,KRAS,SERPINA3_transcriptomics,False,1.0042764892030788e-13
Ovarian,KRAS,ARMS2_transcriptomics,False,1.298130597671514e-13
Ovarian,KRAS,C10orf71_transcriptomics,False,1.3094244038821697e-13
Ovarian,KRAS,PRAMEF20_transcriptomics,False,1.761096919279094e-13
Ovarian,KRAS,RING1_transcriptomics,False,2.2005936160201137e-13
Ovarian,KRAS,KHDC1L_transcriptomics,False,2.4365209161926567e-13
Ovarian,KRAS,STX18_transcriptomics,False,2.4996983980599744e-13
Ovarian,KRAS,HLA-DPB1_transcriptomics,False,3.606860579244946e-13
Ovarian,KRAS,GPHB5_transcriptomics,False,3.8565295488568015e-13
Ovarian,KRAS,PEBP4_transcriptomics,False,4.4601174567322394e-13
Ovarian,KRAS,KRT37_transcriptomics,False,7.475577039104984e-13
Ovarian,KRAS,CAPN6_transcriptomics,False,9.201681364747125e-13
Ovarian,KRAS,TRIM43_transcriptomics,False,9.788057456022584e-13
Ovarian,KRAS,REPS2_transcriptomics,False,1.0426438038025972e-12
Ovarian,KRAS,FGF14_transcriptomics,False,1.2376281661356963e-12
Ovarian,KRAS,SULT2B1_transcriptomics,False,1.2945910463011874e-12
Ovarian,KRAS,DIO3_transcriptomics,False,2.1454473175778626e-12
Ovarian,KRAS,ANAPC4_transcriptomics,False,2.1634606299753647e-12
Ovarian,KRAS,SGCB_transcriptomics,False,2.432528905590373e-12
Ovarian,KRAS,ADAMTS8_transcriptomics,False,3.0589462163584783e-12
Ovarian,KRAS,DUXA_transcriptomics,False,3.4104309284730347e-12
Ovarian,KRAS,LOC101929551_transcriptomics,False,4.491499163026124e-12
Ovarian,KRAS,ITGA10_transcriptomics,False,5.144058677698722e-12
Ovarian,KRAS,PGR_transcriptomics,False,5.523588698797504e-12
Ovarian,KRAS,HMX3_transcriptomics,False,5.951427855885559e-12
Ovarian,KRAS,CPD_transcriptomics,False,6.351624470705675e-12
Ovarian,KRAS,C3orf27_transcriptomics,False,7.699885712771384e-12
Ovarian,KRAS,SCGB2A1_transcriptomics,False,1.1027610627135537e-11
Ovarian,KRAS,RUNDC3B_transcriptomics,False,1.1501494588890322e-11
Ovarian,KRAS,RNF186_transcriptomics,False,1.308895973033166e-11
Ovarian,KRAS,SPDEF_transcriptomics,False,1.317483418128633e-11
Ovarian,KRAS,RXFP1_transcriptomics,False,1.7222230369098114e-11
Ovarian,KRAS,PDZK1_transcriptomics,False,1.9534003622832014e-11
Ovarian,KRAS,MIR5087_transcriptomics,False,4.325482621662074e-11
Ovarian,KRAS,LCN6_transcriptomics,False,6.173536929344353e-11
Ovarian,KRAS,CDK20_transcriptomics,False,7.67659624848872e-11
Ovarian,KRAS,ANO1_transcriptomics,False,8.200457159685502e-11
Ovarian,KRAS,NLRP5_transcriptomics,False,1.0836135510582179e-10
Ovarian,KRAS,RASD1_transcriptomics,False,1.1340320522206554e-10
Ovarian,KRAS,DAND5_transcriptomics,False,1.2199891096585728e-10
Ovarian,KRAS,ZNF705A_transcriptomics,False,1.8912557770682025e-10
Ovarian,KRAS,GPR78_transcriptomics,False,1.9639505432967528e-10
Ovarian,KRAS,SNX30_transcriptomics,False,2.3984860272513244e-10
Ovarian,KRAS,SEMA3G_transcriptomics,False,2.420691224549266e-10
Ovarian,KRAS,DKFZP434L187_transcriptomics,False,2.527434241980891e-10
Ovarian,KRAS,WDR64_transcriptomics,False,3.345459486453215e-10
Ovarian,KRAS,PLIN3_transcriptomics,False,3.944082644662472e-10
Ovarian,KRAS,RBBP7_transcriptomics,False,4.4650152002062415e-10
Ovarian,KRAS,C1orf137_transcriptomics,False,5.026730699067153e-10
Ovarian,KRAS,LINC00298_transcriptomics,False,5.740429253155813e-10
Ovarian,KRAS,STEAP4_transcriptomics,False,6.004359898183247e-10
Ovarian,KRAS,TMEM210_transcriptomics,False,6.044168738159428e-10
Ovarian,KRAS,C9orf152_transcriptomics,False,9.723950361813615e-10
Ovarian,KRAS,C9orf91_transcriptomics,False,9.746671910564627e-10
Ovarian,KRAS,ANKRD20A12P_transcriptomics,False,1.1932690596842175e-09
Ovarian,KRAS,GMCL1P1_transcriptomics,False,1.2446375365204937e-09
Ovarian,KRAS,LINC00160_transcriptomics,False,1.562554153969052e-09
Ovarian,KRAS,LOC101927334_transcriptomics,False,1.852976539008611e-09
Ovarian,KRAS,TTR_transcriptomics,False,2.010624616522042e-09
Ovarian,KRAS,PIGR_transcriptomics,False,2.4358220143599144e-09
Ovarian,KRAS,MIR5008_transcriptomics,False,2.5750206777952078e-09
Ovarian,KRAS,CRYL1_transcriptomics,False,2.6210390510791874e-09
Ovarian,KRAS,CAMP_transcriptomics,False,2.6560907212951063e-09
Ovarian,KRAS,LOC101929241_transcriptomics,False,2.7321325617089642e-09
Ovarian,KRAS,C8B_transcriptomics,False,4.943573161845973e-09
Ovarian,KRAS,FAM189A2_transcriptomics,False,5.383315368733659e-09
Ovarian,KRAS,SLC43A1_transcriptomics,False,5.633601897854342e-09
Ovarian,KRAS,SERINC2_transcriptomics,False,5.783602635287866e-09
Ovarian,KRAS,SEC14L3_transcriptomics,False,5.877709591132783e-09
Ovarian,KRAS,ST6GALNAC1_transcriptomics,False,7.0315271826289296e-09
Ovarian,KRAS,HES2_transcriptomics,False,7.210334699743604e-09
Ovarian,KRAS,CTRB2_transcriptomics,False,8.54012233104583e-09
Ovarian,KRAS,XBP1_transcriptomics,False,1.096453914224506e-08
Ovarian,KRAS,RFPL4B_transcriptomics,False,1.825698867068406e-08
Ovarian,KRAS,SNORD90_transcriptomics,False,1.9148031085601865e-08
Ovarian,KRAS,UGT8_transcriptomics,False,2.4156918774358873e-08
Ovarian,KRAS,SLC17A8_transcriptomics,False,2.4198168783862448e-08
Ovarian,KRAS,SERPINA5_transcriptomics,False,2.624761764565747e-08
Ovarian,KRAS,DLGAP1-AS5_transcriptomics,False,2.9194515270796842e-08
Ovarian,KRAS,CHST3_transcriptomics,False,3.0235580909265065e-08
Ovarian,KRAS,PLD5_transcriptomics,False,4.145551824728186e-08
Ovarian,KRAS,FAM83A-AS1_transcriptomics,False,4.4878913226921036e-08
Ovarian,KRAS,SPINK4_transcriptomics,False,4.703680604954876e-08
Ovarian,KRAS,HMGCR_transcriptomics,False,4.709296462113875e-08
Ovarian,KRAS,PRAMEF4_transcriptomics,False,4.864186394767973e-08
Ovarian,KRAS,MAST4_transcriptomics,False,5.190129035026488e-08
Ovarian,KRAS,CREB3L1_transcriptomics,False,5.566461112991114e-08
Ovarian,KRAS,TMEM236_transcriptomics,False,5.6789621869236377e-08
Ovarian,KRAS,TMED6_transcriptomics,False,5.727745121394515e-08
Ovarian,KRAS,ATOH8_transcriptomics,False,6.077012592349434e-08
Ovarian,KRAS,TRIM64C_transcriptomics,False,6.155418682872695e-08
Ovarian,KRAS,MEI4_transcriptomics,False,7.135180532258285e-08
Ovarian,KRAS,SORD_transcriptomics,False,7.295528304574371e-08
Ovarian,KRAS,PAPSS1_transcriptomics,False,7.697713476220213e-08
Ovarian,KRAS,NKX2-2_transcriptomics,False,7.903834348665604e-08
Ovarian,KRAS,SLC45A2_transcriptomics,False,8.718237319847362e-08
Ovarian,KRAS,TSHZ1_transcriptomics,False,9.198366629543484e-08
Ovarian,KRAS,MEGF9_transcriptomics,False,9.569257689375867e-08
Ovarian,KRAS,C5orf66-AS2_transcriptomics,False,9.915824954981292e-08
Ovarian,KRAS,CDC42SE2_transcriptomics,False,1.0417514004077011e-07
Ovarian,KRAS,GJD3_transcriptomics,False,1.1061739526088602e-07
Ovarian,KRAS,LY86-AS1_transcriptomics,False,1.2503839915214676e-07
Ovarian,KRAS,RXRB_transcriptomics,False,1.3353933125260285e-07
Ovarian,KRAS,KBTBD11_transcriptomics,False,1.3751369497658401e-07
Ovarian,KRAS,LCE1E_transcriptomics,False,1.3840280187593826e-07
Ovarian,KRAS,IL13_transcriptomics,False,1.5913392389805552e-07
Ovarian,KRAS,LINC00400_transcriptomics,False,1.8394248292555337e-07
Ovarian,KRAS,KMO_transcriptomics,False,2.1004460948925895e-07
Ovarian,KRAS,LINC00645_transcriptomics,False,2.2155623341671567e-07
Ovarian,KRAS,ENTPD3_transcriptomics,False,2.309735091370141e-07
Ovarian,KRAS,GCNT4_transcriptomics,False,2.3259118881074409e-07
Ovarian,KRAS,USP43_transcriptomics,False,2.608238665187151e-07
Ovarian,KRAS,DIO3OS_transcriptomics,False,3.0592415932027827e-07
Ovarian,KRAS,C5AR2_transcriptomics,False,3.21412753890626e-07
Ovarian,KRAS,KRT2_transcriptomics,False,3.436929445359347e-07
Ovarian,KRAS,IL2_transcriptomics,False,3.5894750595790953e-07
Ovarian,KRAS,VAX1_transcriptomics,False,3.605150575167787e-07
Ovarian,KRAS,TLX1_transcriptomics,False,3.685198499272477e-07
Ovarian,KRAS,PGAP2_transcriptomics,False,3.985873454198021e-07
Ovarian,KRAS,LOC101927446_transcriptomics,False,4.6571970043434715e-07
Ovarian,KRAS,PTCHD4_transcriptomics,False,4.814934285384005e-07
Ovarian,KRAS,GCNT3_transcriptomics,False,5.19039927363311e-07
Ovarian,KRAS,SLC5A9_transcriptomics,False,5.308594267556535e-07
Ovarian,KRAS,LOC646938_transcriptomics,False,5.491268262959604e-07
Ovarian,KRAS,CTRB1_transcriptomics,False,5.514971737602964e-07
Ovarian,KRAS,SNORD115-46_transcriptomics,False,5.8890799245333e-07
Ovarian,KRAS,DUOXA1_transcriptomics,False,6.054335682086528e-07
Ovarian,KRAS,ITGA6_transcriptomics,False,6.228505286497309e-07
Ovarian,KRAS,UHRF1_transcriptomics,False,6.659444776458633e-07
Ovarian,KRAS,TMEM144_transcriptomics,False,6.823604036743098e-07
Ovarian,KRAS,PSMB8_transcriptomics,False,7.713736529082981e-07
Ovarian,KRAS,MYO3A_transcriptomics,False,7.901196898966302e-07
Ovarian,KRAS,CYP2C9_transcriptomics,False,8.527977098284777e-07
Ovarian,KRAS,KCNK6_transcriptomics,False,9.19317520720636e-07
Ovarian,KRAS,DQX1_transcriptomics,False,1.0092863258174542e-06
Ovarian,KRAS,SCGB3A1_transcriptomics,False,1.050846616302113e-06
Ovarian,KRAS,ARSA_transcriptomics,False,1.0519253986132187e-06
Ovarian,KRAS,RANBP17_transcriptomics,False,1.0543933090252407e-06
Ovarian,KRAS,SLC15A2_transcriptomics,False,1.1636585240827914e-06
Ovarian,KRAS,LOC101928766_transcriptomics,False,1.1641309952767959e-06
Ovarian,KRAS,ARHGAP26_transcriptomics,False,1.2482850652792328e-06
Ovarian,KRAS,TRHR_transcriptomics,False,1.2796851266118462e-06
Ovarian,KRAS,DEGS2_transcriptomics,False,1.3528182841608414e-06
Ovarian,KRAS,METTL21EP_transcriptomics,False,1.509688886621849e-06
Ovarian,KRAS,IHH_transcriptomics,False,1.5842929680832304e-06
Ovarian,KRAS,LRP5L_transcriptomics,False,1.8444687720472285e-06
Ovarian,KRAS,MTNR1B_transcriptomics,False,1.8735427407793323e-06
Ovarian,KRAS,MCM5_transcriptomics,False,2.096628465566652e-06
Endometrial,KRAS,RAF1-T330_phosphoproteomics,True,8.432130253965029e-06
Endometrial,KRAS,ARAF-S260_phosphoproteomics,True,2.1417383722421227e-05
Endometrial,KRAS,DTNBP1-S297_phosphoproteomics,False,1.2394890112738496e-09
Endometrial,KRAS,IGF2R-S2479_phosphoproteomics,False,3.5483712206230038e-09
Endometrial,KRAS,DTNBP1-S300_phosphoproteomics,False,6.909003604080678e-09
Endometrial,KRAS,TPR-S1662_phosphoproteomics,False,1.3833047824001804e-08
Endometrial,KRAS,PLEKHS1-S185_phosphoproteomics,False,2.3954885123917077e-08
Endometrial,KRAS,LRRFIP1-S300_phosphoproteomics,False,3.7958557952676865e-08
Endometrial,KRAS,KRT8-Y38_phosphoproteomics,False,1.3621503422854664e-07
Endometrial,KRAS,KRT8-S63_phosphoproteomics,False,3.383254618261786e-07
Endometrial,KRAS,PLEC-S4408_phosphoproteomics,False,3.4498814493058466e-07
Endometrial,KRAS,MACF1-S1377_phosphoproteomics,False,3.491277973933771e-07
Endometrial,KRAS,HDGF-S130_phosphoproteomics,False,3.878631679420229e-07
Endometrial,KRAS,PRKAA1-S521_phosphoproteomics,False,4.4228076021777923e-07
Endometrial,KRAS,ARHGEF18-S1160_phosphoproteomics,False,5.7615352160774e-07
Endometrial,KRAS,IVNS1ABP-S269_phosphoproteomics,False,6.137178618697825e-07
Endometrial,KRAS,TNRC6B-S803_phosphoproteomics,False,6.748903169680951e-07
